   0.000000000      -12.33457616    
  0.1701100635E-01  -12.33119956    
  0.3402201271E-01  -12.32107115    
  0.5103301906E-01  -12.30419147    
  0.6804402542E-01  -12.28057531    
  0.8505503177E-01  -12.25022854    
  0.1020660381      -12.21316401    
  0.1190770445      -12.16939754    
  0.1360880508      -12.11894800    
  0.1530990572      -12.06184378    
  0.1701100635      -11.99809809    
  0.1871210699      -11.92774522    
  0.2041320763      -11.85081725    
  0.2211430826      -11.76734991    
  0.2381540890      -11.67738266    
  0.2551650953      -11.58095896    
  0.2721761017      -11.47813972    
  0.2891871080      -11.36895124    
  0.3061981144      -11.25346249    
  0.3232091207      -11.13173484    
  0.3402201271      -11.00383385    
  0.3572311334      -10.86983343    
  0.3742421398      -10.72980972    
  0.3912531462      -10.58384610    
  0.4082641525      -10.43205098    
  0.4252751589      -10.27448515    
  0.4422861652      -10.11126857    
  0.4592971716      -9.942511621    
  0.4763081779      -9.768332262    
  0.4933191843      -9.588856372    
  0.5103301906      -9.404211716    
  0.5273411970      -9.214554330    
  0.5443522034      -9.020028582    
  0.5613632097      -8.820794933    
  0.5783742161      -8.617023021    
  0.5953852224      -8.408887803    
  0.6123962288      -8.196584820    
  0.6123962288      -8.196584820    
  0.6290512105      -8.197894243    
  0.6457061923      -8.201917791    
  0.6623611741      -8.208924149    
  0.6790161559      -8.219368846    
  0.6956711376      -8.233882950    
  0.7123261194      -8.253259704    
  0.7289811012      -8.278427663    
  0.7456360830      -8.310419543    
  0.7622910647      -8.350309548    
  0.7789460465      -8.399136349    
  0.7956010283      -8.457808719    
  0.8122560101      -8.527003243    
  0.8289109918      -8.607086993    
  0.8455659736      -8.698044334    
  0.8622209554      -8.799473462    
  0.8788759372      -8.910616367    
  0.8955309189      -9.030408345    
  0.9121859007      -9.157666893    
  0.9288408825      -9.291036048    
  0.9454958643      -9.429154208    
  0.9621508460      -9.570720527    
  0.9788058278      -9.714513284    
  0.9954608096      -9.859426089    
   1.012115791      -10.00444848    
   1.028770773      -10.14870697    
   1.045425755      -10.29143028    
   1.062080737      -10.43194214    
   1.078735718      -10.56966938    
   1.095390700      -10.70410217    
   1.112045682      -10.83480704    
   1.128700664      -10.96139924    
   1.145355646      -11.08355342    
   1.162010627      -11.20098470    
   1.178665609      -11.31344540    
   1.195320591      -11.42071982    
   1.211975573      -11.52260442    
   1.228630554      -11.61896327    
   1.245285536      -11.70964371    
   1.261940518      -11.79451624    
   1.278595500      -11.87347109    
   1.295250482      -11.94641165    
   1.311905463      -12.01325144    
   1.328560445      -12.07392614    
   1.345215427      -12.12836801    
   1.361870409      -12.17652065    
   1.378525390      -12.21834285    
   1.395180372      -12.25379335    
   1.411835354      -12.28284386    
   1.428490336      -12.30546190    
   1.445145317      -12.32163235    
   1.461800299      -12.33133953    
   1.478455281      -12.33457616    
   1.478455281      -12.33457616    
   1.495028740      -12.33137117    
   1.511602199      -12.32175934    
   1.528175658      -12.30574745    
   1.544749117      -12.28335716    
   1.561322577      -12.25460840    
   1.577896036      -12.21953152    
   1.594469495      -12.17816503    
   1.611042954      -12.13055658    
   1.627616413      -12.07676970    
   1.644189872      -12.01686379    
   1.660763331      -11.95093336    
   1.677336790      -11.87907275    
   1.693910249      -11.80139878    
   1.710483708      -11.71805983    
   1.727057168      -11.62922969    
   1.743630627      -11.53511874    
   1.760204086      -11.43598328    
   1.776777545      -11.33213782    
   1.793351004      -11.22397148    
   1.809924463      -11.11197025    
