   0.000000000      -12.33457616    
   0.000000000       11.70899295    
     
  0.6123962288      -12.33457616    
  0.6123962288       11.70899295    
     
   1.478455281      -12.33457616    
   1.478455281       11.70899295    
     
   2.008805972      -12.33457616    
   2.008805972       11.70899295    
     
   2.539156664      -12.33457616    
   2.539156664       11.70899295    
     
   2.845354778      -12.33457616    
   2.845354778       11.70899295    
     
   3.278384304      -12.33457616    
   3.278384304       11.70899295    
     
   0.000000000       0.000000000    
   3.278384304       0.000000000    
